VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL,ShortSail,Notes
8.0,127.0,6.44,79.0,5.996,-3.609,1.4,Jib,J,
8.0,126.0,6.57,77.4,6.090,-3.580,1.4,Jib,J,
8.0,125.0,6.69,75.8,6.184,-3.547,1.5,Jib,J,
8.0,124.0,6.82,74.3,6.276,-3.509,1.6,Jib,J,
8.0,123.0,6.95,72.8,6.365,-3.467,1.7,Jib,J,
8.0,122.0,7.08,71.4,6.452,-3.419,1.8,Jib,J,
8.0,121.0,7.22,70.1,6.536,-3.366,1.8,Jib,J,
8.0,120.0,7.36,68.8,6.616,-3.308,1.9,Jib,J,
8.0,119.0,7.49,67.6,6.695,-3.246,2.0,Jib,J,
8.0,118.0,7.63,66.4,6.772,-3.179,2.1,Jib,J,
8.0,117.0,7.77,65.2,6.848,-3.109,2.2,Jib,J,
8.0,116.0,7.91,64.1,6.924,-3.035,2.3,Jib,J,
8.0,115.0,8.05,63.0,6.999,-2.958,2.4,Jib,J,
8.0,114.0,8.20,61.9,7.075,-2.878,2.6,Jib,J,
8.0,113.0,8.34,60.9,7.151,-2.794,2.7,Jib,J,
8.0,112.0,8.49,59.9,7.226,-2.707,2.8,Jib,J,
8.0,111.0,8.64,58.9,7.300,-2.616,2.9,Jib,J,
8.0,110.0,8.78,57.9,7.372,-2.521,3.0,Jib,J,
8.0,109.0,8.93,57.0,7.440,-2.422,3.2,Jib,J,
8.0,108.0,9.07,56.1,7.505,-2.319,3.3,Jib,J,
8.0,107.0,9.21,55.2,7.565,-2.212,3.4,Jib,J,
8.0,106.0,9.35,54.4,7.621,-2.101,3.5,Jib,J,
8.0,105.0,9.49,53.6,7.673,-1.986,3.7,Jib,J,
8.0,104.0,9.63,52.9,7.721,-1.868,3.8,Jib,J,
8.0,103.0,9.76,52.1,7.764,-1.747,3.9,Jib,J,
8.0,102.0,9.89,51.4,7.804,-1.622,4.0,Jib,J,
8.0,101.0,10.02,50.8,7.840,-1.496,4.2,Jib,J,
8.0,100.0,10.15,50.1,7.872,-1.367,4.3,Jib,J,
8.0,99.0,10.27,49.5,7.902,-1.236,4.4,Jib,J,
8.0,98.0,10.40,48.9,7.928,-1.103,4.6,Jib,J,
8.0,97.0,10.51,48.3,7.952,-0.969,4.7,Jib,J,
8.0,96.0,10.63,47.7,7.973,-0.833,4.8,Jib,J,
8.0,95.0,10.75,47.1,7.992,-0.696,5.0,Jib,J,
8.0,94.0,10.87,46.5,8.016,-0.559,5.1,Jib,J,
8.0,93.0,10.98,46.0,8.029,-0.420,5.3,Jib,J,
8.0,92.0,11.08,45.4,8.039,-0.280,5.4,Jib,J,
8.0,91.0,11.19,44.9,8.047,-0.140,5.6,Jib,J,
8.0,90.0,11.29,44.4,8.054,0.000,5.7,Jib,J,
8.0,89.0,11.39,43.8,8.058,0.141,5.9,Jib,J,
8.0,88.0,11.49,43.3,8.061,0.281,6.0,Jib,J,
8.0,87.0,11.59,42.8,8.062,0.422,6.2,Jib,J,
8.0,86.0,11.68,42.3,8.061,0.562,6.4,Jib,J,
8.0,85.0,11.78,41.8,8.059,0.702,6.5,Jib,J,
8.0,84.0,11.87,41.4,8.054,0.842,6.7,Jib,J,
8.0,83.0,11.95,40.9,8.048,0.981,6.8,Jib,J,
8.0,82.0,12.04,40.4,8.040,1.119,7.0,Jib,J,
8.0,81.0,12.12,39.9,8.030,1.256,7.1,Jib,J,
8.0,80.0,12.20,39.5,8.019,1.392,7.2,Jib,J,
8.0,79.0,12.28,39.0,8.005,1.527,7.4,Jib,J,
8.0,78.0,12.36,38.5,7.989,1.661,7.5,Jib,J,
8.0,77.0,12.43,38.1,7.972,1.793,7.6,Jib,J,
8.0,76.0,12.50,37.6,7.952,1.924,7.7,Jib,J,
8.0,75.0,12.57,37.2,7.929,2.052,7.8,Jib,J,
8.0,74.0,12.63,36.8,7.905,2.179,7.9,Jib,J,
8.0,73.0,12.69,36.3,7.878,2.303,8.0,Jib,J,
8.0,72.0,12.75,35.9,7.848,2.425,8.1,Jib,J,
8.0,71.0,12.80,35.5,7.815,2.544,8.2,Jib,J,
8.0,70.0,12.85,35.1,7.780,2.661,8.2,Jib,J,
8.0,69.0,12.90,34.6,7.741,2.774,8.3,Jib,J,
8.0,68.0,12.94,34.2,7.699,2.884,8.4,Jib,J,
8.0,67.0,12.98,33.8,7.653,2.990,8.4,Jib,J,
8.0,66.0,13.01,33.4,7.604,3.093,8.4,Jib,J,
8.0,65.0,13.04,33.1,7.552,3.192,8.5,Jib,J,
8.0,64.0,13.06,32.7,7.495,3.286,8.5,Jib,J,
8.0,63.0,13.08,32.3,7.435,3.375,8.5,Jib,J,
8.0,62.0,13.10,31.9,7.371,3.460,8.5,Jib,J,
8.0,61.0,13.11,31.6,7.303,3.541,8.5,Jib,J,
8.0,60.0,13.12,31.2,7.232,3.616,8.4,Jib,J,
8.0,59.0,13.12,30.8,7.158,3.687,8.4,Jib,J,
8.0,58.0,13.12,30.5,7.081,3.753,8.4,Jib,J,
8.0,57.0,13.11,30.1,7.002,3.814,8.3,Jib,J,
8.0,56.0,13.10,29.8,6.921,3.870,8.3,Jib,J,
8.0,55.0,13.09,29.4,6.837,3.922,8.2,Jib,J,
8.0,54.0,13.07,29.1,6.750,3.967,8.2,Jib,J,
8.0,53.0,13.05,28.7,6.658,4.007,8.1,Jib,J,
8.0,52.0,13.02,28.4,6.560,4.039,8.0,Jib,J,
8.0,51.0,12.98,28.0,6.454,4.062,7.9,Jib,J,
8.0,50.0,12.93,27.7,6.338,4.074,7.8,Jib,J,
8.0,49.0,12.87,27.4,6.212,4.075,7.5,Jib,J,
8.0,48.0,12.80,27.2,6.075,4.065,7.1,Jib,J,
8.0,47.0,12.72,26.9,5.931,4.045,6.7,Jib,J,
8.0,46.0,12.63,26.7,5.779,4.014,6.2,Jib,J,
8.0,45.0,12.53,26.4,5.620,3.974,5.8,Jib,J,
8.0,44.0,12.43,26.2,5.451,3.921,5.5,Jib,J,
8.0,43.0,12.31,25.9,5.272,3.856,5.1,Jib,J,
8.0,42.0,12.18,25.7,5.081,3.776,4.8,Jib,J,
8.0,41.0,12.03,25.5,4.877,3.681,4.5,Jib,J,
8.0,40.0,11.87,25.3,4.655,3.566,4.1,Jib,J,
8.0,39.0,11.68,25.2,4.411,3.428,3.8,Jib,J,
8.0,38.0,11.47,25.1,4.140,3.262,3.5,Jib,J,
8.0,37.0,11.21,25.1,3.828,3.057,3.1,Jib,J,
8.0,165.2,4.00,149.6,4.206,-4.066,0.3,Jib,J,OPTIMAL
8.0,180.0,3.80,180.0,4.134,-4.134,0.0,Poled Jib,PJ,
8.0,179.0,3.79,177.9,4.152,-4.151,0.0,Poled Jib,PJ,
8.0,178.0,3.77,175.8,4.172,-4.169,0.0,Poled Jib,PJ,
8.0,177.0,3.76,173.7,4.194,-4.188,0.0,Poled Jib,PJ,
8.0,176.0,3.74,171.5,4.216,-4.206,0.0,Poled Jib,PJ,
8.0,175.0,3.73,169.3,4.238,-4.221,0.0,Poled Jib,PJ,
8.0,174.0,3.73,167.1,4.258,-4.234,0.0,Poled Jib,PJ,
8.0,173.0,3.73,165.0,4.275,-4.243,0.0,Poled Jib,PJ,
8.0,172.0,3.74,162.8,4.288,-4.247,0.0,Poled Jib,PJ,
8.0,171.0,3.75,160.7,4.297,-4.244,0.0,Poled Jib,PJ,
8.0,170.0,3.78,158.6,4.300,-4.235,0.0,Poled Jib,PJ,
8.0,169.0,3.81,156.6,4.299,-4.220,0.0,Poled Jib,PJ,
8.0,168.0,3.84,154.5,4.297,-4.203,0.0,Poled Jib,PJ,
8.0,167.0,3.87,152.6,4.296,-4.186,0.0,Poled Jib,PJ,
8.0,166.0,3.91,150.6,4.298,-4.170,0.0,Poled Jib,PJ,
8.0,165.0,3.94,148.6,4.303,-4.157,0.0,Poled Jib,PJ,
8.0,164.0,3.97,146.6,4.313,-4.146,0.0,Poled Jib,PJ,
8.0,163.0,4.01,144.6,4.324,-4.135,0.0,Poled Jib,PJ,
8.0,162.0,4.04,142.7,4.334,-4.122,0.0,Poled Jib,PJ,
8.0,161.0,4.09,140.8,4.338,-4.101,0.1,Poled Jib,PJ,
8.0,160.0,4.14,139.0,4.335,-4.074,0.1,Poled Jib,PJ,
8.0,159.0,4.19,137.3,4.328,-4.040,0.1,Poled Jib,PJ,
8.0,158.0,4.25,135.7,4.316,-4.001,0.2,Poled Jib,PJ,
8.0,157.0,4.32,134.1,4.300,-3.958,0.2,Poled Jib,PJ,
8.0,156.0,4.38,132.6,4.283,-3.913,0.2,Poled Jib,PJ,
8.0,155.0,4.45,131.1,4.266,-3.867,0.3,Poled Jib,PJ,
8,154.000,4.5,129.64,4.3,-3.8,0.300,Poled Jib,PJ,
8,153.000,4.6,128.18,4.2,-3.8,0.300,Poled Jib,PJ,
8,152.000,4.7,126.70,4.2,-3.7,0.300,Poled Jib,PJ,
8,151.000,4.7,125.22,4.2,-3.7,0.400,Poled Jib,PJ,
8,150.000,4.8,123.72,4.2,-3.7,0.400,Poled Jib,PJ,
8,149.000,4.8,122.19,4.2,-3.6,0.400,Poled Jib,PJ,
8,148.000,4.9,120.64,4.2,-3.6,0.400,Poled Jib,PJ,
8,147.000,5.0,119.06,4.3,-3.6,0.500,Poled Jib,PJ,
8,146.000,5.0,117.46,4.3,-3.5,0.500,Poled Jib,PJ,
8,145.000,5.1,115.83,4.3,-3.5,0.500,Poled Jib,PJ,
8,144.000,5.1,114.18,4.3,-3.5,0.500,Poled Jib,PJ,
8,143.000,5.2,112.52,4.4,-3.5,0.500,Poled Jib,PJ,
8,142.000,5.2,110.88,4.4,-3.5,0.500,Poled Jib,PJ,
8,141.000,5.3,109.24,4.4,-3.4,0.500,Poled Jib,PJ,
8,140.000,5.4,107.63,4.5,-3.4,0.600,Poled Jib,PJ,
8,139.000,5.4,106.04,4.5,-3.4,0.600,Poled Jib,PJ,
8,138.000,5.5,104.48,4.5,-3.4,0.600,Poled Jib,PJ,
8,137.000,5.6,102.95,4.6,-3.3,0.600,Poled Jib,PJ,
8,136.000,5.6,101.44,4.6,-3.3,0.600,Poled Jib,PJ,
8,135.000,5.7,99.96,4.6,-3.3,0.600,Poled Jib,PJ,
8,171.900,3.7,162.56,4.3,-4.2,0.000,Poled Jib,PJ,OPTIMAL
8,49.400,12.9,27.55,6.3,4.1,7.700,Jib,J,OPTIMAL
8,180.000,4.0,180.00,4.1,-4.1,0.000,Asym Spin tacked on CL,AS,
8,165.000,4.0,148.33,4.5,-4.3,0.200,Asym Spin tacked on CL,AS,
8,150.000,4.4,113.54,5.3,-4.6,0.600,Asym Spin tacked on CL,AS,
8,135.000,5.8,82.78,6.5,-4.6,1.500,Asym Spin tacked on CL,AS,
8,120.000,7.9,63.01,7.7,-3.8,3.300,Asym Spin tacked on CL,AS,
8,110.000,9.3,55.14,8.1,-2.8,4.900,Asym Spin tacked on CL,AS,
8,90.000,11.6,43.80,8.3,0.0,10.300,Asym Spin tacked on CL,AS,
8,80.000,12.5,39.27,8.2,1.4,12.100,Asym Spin tacked on CL,AS,
8,75.000,12.8,37.33,8.0,2.1,12.100,Asym Spin tacked on CL,AS,
8,70.000,12.9,35.58,7.7,2.6,11.700,Asym Spin tacked on CL,AS,
8,60.000,13.0,32.37,6.9,3.4,10.200,Asym Spin tacked on CL,AS,
8,140.300,5.2,92.70,6.0,-4.6,1.100,Asym Spin tacked on CL,AS,OPTIMAL
8,180.000,4.0,180.00,4.0,-4.0,0.000,Jib,J,
8,165.000,4.0,149.21,4.2,-4.1,0.300,Jib,J,
8,150.000,4.6,119.89,4.6,-4.0,0.500,Jib,J,
8,135.000,5.6,92.97,5.3,-3.8,0.900,Jib,J,
8,120.000,7.4,68.82,6.6,-3.3,1.900,Jib,J,
8,110.000,8.8,57.89,7.4,-2.5,3.000,Jib,J,
8,90.000,11.3,44.36,8.1,0.0,5.700,Jib,J,
8,80.000,12.2,39.45,8.0,1.4,7.200,Jib,J,
8,75.000,12.6,37.18,7.9,2.1,7.800,Jib,J,
8,70.000,12.9,35.05,7.8,2.7,8.200,Jib,J,
8,60.000,13.1,31.20,7.2,3.6,8.400,Jib,J,
8,52.000,13.0,28.37,6.6,4.0,8.000,Jib,J,
8,165.200,4.0,149.59,4.2,-4.1,0.300,Jib,J,OPTIMAL
8,180.000,3.8,180.00,4.1,-4.1,0.000,Poled Jib,PJ,
8,165.000,3.9,148.58,4.3,-4.2,0.000,Poled Jib,PJ,
8,150.000,4.8,123.72,4.2,-3.7,0.400,Poled Jib,PJ,
8,135.000,5.7,99.96,4.6,-3.3,0.600,Poled Jib,PJ,
8,171.900,3.7,162.56,4.3,-4.2,0.000,Poled Jib,PJ,OPTIMAL
8,49.400,12.9,27.55,6.3,4.1,7.700,Jib,J,OPTIMAL
10,180.000,5.1,180.00,5.1,-5.1,0.100,Asym Spin tacked on CL,AS,
10,179.000,5.1,177.99,5.1,-5.1,0.100,Asym Spin tacked on CL,AS,
10,178.000,5.1,175.97,5.1,-5.1,0.100,Asym Spin tacked on CL,AS,
10,177.000,5.1,173.94,5.1,-5.1,0.100,Asym Spin tacked on CL,AS,
10,176.000,5.1,171.90,5.2,-5.2,0.100,Asym Spin tacked on CL,AS,
10,175.000,5.0,169.86,5.2,-5.2,0.100,Asym Spin tacked on CL,AS,
10,174.000,5.0,167.80,5.2,-5.2,0.100,Asym Spin tacked on CL,AS,
10,173.000,5.0,165.74,5.2,-5.2,0.200,Asym Spin tacked on CL,AS,
10,172.000,5.0,163.66,5.3,-5.2,0.200,Asym Spin tacked on CL,AS,
10,171.000,5.0,161.57,5.3,-5.2,0.200,Asym Spin tacked on CL,AS,
10,170.000,5.0,159.47,5.3,-5.2,0.200,Asym Spin tacked on CL,AS,
10,169.000,5.1,157.35,5.3,-5.2,0.200,Asym Spin tacked on CL,AS,
10,168.000,5.1,155.22,5.4,-5.3,0.300,Asym Spin tacked on CL,AS,
10,167.000,5.1,153.07,5.4,-5.3,0.300,Asym Spin tacked on CL,AS,
10,166.000,5.1,150.90,5.5,-5.3,0.300,Asym Spin tacked on CL,AS,
10,165.000,5.1,148.72,5.5,-5.3,0.300,Asym Spin tacked on CL,AS,
10,164.000,5.1,146.51,5.5,-5.3,0.300,Asym Spin tacked on CL,AS,
10,163.000,5.1,144.29,5.6,-5.4,0.400,Asym Spin tacked on CL,AS,
10,162.000,5.1,142.05,5.7,-5.4,0.400,Asym Spin tacked on CL,AS,
10,161.000,5.1,139.80,5.7,-5.4,0.400,Asym Spin tacked on CL,AS,
10,160.000,5.2,137.54,5.8,-5.4,0.500,Asym Spin tacked on CL,AS,
10,159.000,5.2,135.26,5.8,-5.4,0.500,Asym Spin tacked on CL,AS,
10,158.000,5.2,132.99,5.9,-5.5,0.500,Asym Spin tacked on CL,AS,
10,157.000,5.3,130.71,6.0,-5.5,0.600,Asym Spin tacked on CL,AS,
10,156.000,5.3,128.44,6.0,-5.5,0.600,Asym Spin tacked on CL,AS,
10,155.000,5.3,126.18,6.1,-5.5,0.700,Asym Spin tacked on CL,AS,
10,154.000,5.4,123.94,6.2,-5.5,0.700,Asym Spin tacked on CL,AS,
10,153.000,5.4,121.71,6.2,-5.5,0.800,Asym Spin tacked on CL,AS,
10,152,5.49,119.52,6.285,-5.55,0.8,Asym Spin tacked on CL,AS,
10,151,5.56,117.35,6.353,-5.557,0.9,Asym Spin tacked on CL,AS,
10,150,5.63,115.22,6.422,-5.561,0.9,Asym Spin tacked on CL,AS,
10,149,5.7,113.12,6.491,-5.563,1,Asym Spin tacked on CL,AS,
10,148,5.78,111.05,6.56,-5.563,1,Asym Spin tacked on CL,AS,
10,147,5.87,109.02,6.63,-5.56,1.1,Asym Spin tacked on CL,AS,
10,146,5.96,107.02,6.701,-5.555,1.2,Asym Spin tacked on CL,AS,
10,145,6.05,105.04,6.773,-5.548,1.2,Asym Spin tacked on CL,AS,
10,144,6.15,103.09,6.847,-5.54,1.3,Asym Spin tacked on CL,AS,
10,143,6.25,101.17,6.924,-5.529,1.4,Asym Spin tacked on CL,AS,
10,142,6.35,99.27,7.002,-5.518,1.5,Asym Spin tacked on CL,AS,
10,141,6.46,97.38,7.084,-5.505,1.5,Asym Spin tacked on CL,AS,
10,140,6.58,95.51,7.17,-5.492,1.6,Asym Spin tacked on CL,AS,
10,139,6.7,93.66,7.258,-5.478,1.7,Asym Spin tacked on CL,AS,
10,138,6.82,91.84,7.35,-5.462,1.8,Asym Spin tacked on CL,AS,
10,137,6.95,90.05,7.443,-5.443,1.9,Asym Spin tacked on CL,AS,
10,136,7.08,88.3,7.536,-5.421,2,Asym Spin tacked on CL,AS,
10,135,7.21,86.6,7.628,-5.394,2.1,Asym Spin tacked on CL,AS,
10,134,7.35,84.97,7.718,-5.362,2.2,Asym Spin tacked on CL,AS,
10,133,7.5,83.4,7.806,-5.323,2.3,Asym Spin tacked on CL,AS,
10,132,7.64,81.9,7.89,-5.279,2.5,Asym Spin tacked on CL,AS,
10,131,7.79,80.48,7.969,-5.228,2.6,Asym Spin tacked on CL,AS,
10,130,7.94,79.12,8.044,-5.17,2.7,Asym Spin tacked on CL,AS,
10,129,8.1,77.82,8.114,-5.106,2.9,Asym Spin tacked on CL,AS,
10,128,8.25,76.59,8.18,-5.036,3,Asym Spin tacked on CL,AS,
10,127,8.4,75.4,8.242,-4.96,3.2,Asym Spin tacked on CL,AS,
10,126,8.56,74.27,8.301,-4.879,3.3,Asym Spin tacked on CL,AS,
10,125,8.71,73.19,8.356,-4.792,3.5,Asym Spin tacked on CL,AS,
10,124,8.87,72.14,8.407,-4.701,3.6,Asym Spin tacked on CL,AS,
10,123,9.02,71.14,8.456,-4.605,3.8,Asym Spin tacked on CL,AS,
10,122,9.18,70.16,8.502,-4.505,4,Asym Spin tacked on CL,AS,
10,121,9.33,69.22,8.546,-4.401,4.2,Asym Spin tacked on CL,AS,
10,120,9.48,68.31,8.587,-4.294,4.4,Asym Spin tacked on CL,AS,
10,119,9.64,67.42,8.627,-4.182,4.6,Asym Spin tacked on CL,AS,
10,118,9.79,66.55,8.664,-4.067,4.8,Asym Spin tacked on CL,AS,
10,117,9.94,65.71,8.699,-3.949,5,Asym Spin tacked on CL,AS,
10,116,10.1,64.88,8.732,-3.828,5.3,Asym Spin tacked on CL,AS,
10,115,10.25,64.08,8.763,-3.703,5.6,Asym Spin tacked on CL,AS,
10,114,10.4,63.29,8.792,-3.576,5.9,Asym Spin tacked on CL,AS,
10,113,10.54,62.52,8.819,-3.446,6.3,Asym Spin tacked on CL,AS,
10,112,10.69,61.76,8.845,-3.313,6.6,Asym Spin tacked on CL,AS,
10,111,10.84,61.01,8.869,-3.178,7,Asym Spin tacked on CL,AS,
10,110,10.98,60.28,8.891,-3.041,7.4,Asym Spin tacked on CL,AS,
10,109,11.13,59.55,8.912,-2.901,7.8,Asym Spin tacked on CL,AS,
10,108,11.27,58.84,8.932,-2.76,8.1,Asym Spin tacked on CL,AS,
10,107,11.41,58.14,8.949,-2.616,8.5,Asym Spin tacked on CL,AS,
10,106,11.55,57.45,8.966,-2.471,8.9,Asym Spin tacked on CL,AS,
10,105,11.69,56.76,8.98,-2.324,9.3,Asym Spin tacked on CL,AS,
10,104,11.83,56.09,8.994,-2.176,9.7,Asym Spin tacked on CL,AS,
10,103,11.96,55.42,9.006,-2.026,10.1,Asym Spin tacked on CL,AS,
10,102,12.1,54.76,9.017,-1.875,10.5,Asym Spin tacked on CL,AS,
10,101,12.23,54.1,9.026,-1.722,10.8,Asym Spin tacked on CL,AS,
10,100,12.36,53.45,9.034,-1.569,11.2,Asym Spin tacked on CL,AS,
10,99,12.49,52.81,9.041,-1.414,11.6,Asym Spin tacked on CL,AS,
10,98,12.62,52.17,9.047,-1.259,12.1,Asym Spin tacked on CL,AS,
10,97,12.75,51.53,9.052,-1.103,12.5,Asym Spin tacked on CL,AS,
10,96,12.87,50.9,9.055,-0.946,12.9,Asym Spin tacked on CL,AS,
10,95,12.99,50.27,9.057,-0.789,13.3,Asym Spin tacked on CL,AS,
10,94,13.12,49.63,9.062,-0.632,13.7,Asym Spin tacked on CL,AS,
10,93,13.23,49.02,9.06,-0.474,14.2,Asym Spin tacked on CL,AS,
10,92,13.35,48.41,9.056,-0.316,14.6,Asym Spin tacked on CL,AS,
10,91,13.46,47.8,9.051,-0.158,15,Asym Spin tacked on CL,AS,
10,90,13.57,47.19,9.045,0,15.4,Asym Spin tacked on CL,AS,
10,89,13.68,46.6,9.036,0.158,15.9,Asym Spin tacked on CL,AS,
10,88,13.79,46,9.026,0.315,16.3,Asym Spin tacked on CL,AS,
10,87,13.89,45.41,9.014,0.472,16.7,Asym Spin tacked on CL,AS,
10,86,13.99,44.82,9.001,0.628,17.1,Asym Spin tacked on CL,AS,
10,85,14.09,44.24,8.985,0.783,17.5,Asym Spin tacked on CL,AS,
10,84,14.19,43.67,8.967,0.937,17.9,Asym Spin tacked on CL,AS,
10,83,14.28,43.1,8.948,1.091,18.3,Asym Spin tacked on CL,AS,
10,82,14.37,42.54,8.926,1.242,18.7,Asym Spin tacked on CL,AS,
10,81,14.46,41.98,8.902,1.393,19,Asym Spin tacked on CL,AS,
10,80,14.54,41.44,8.876,1.541,19.3,Asym Spin tacked on CL,AS,
10,79,14.62,40.91,8.848,1.688,19.6,Asym Spin tacked on CL,AS,
10,78,14.7,40.38,8.817,1.833,19.9,Asym Spin tacked on CL,AS,
10,77,14.78,39.87,8.784,1.976,20.1,Asym Spin tacked on CL,AS,
10,76,14.85,39.4,8.749,2.117,20.2,Asym Spin tacked on CL,AS,
10,75,14.92,38.95,8.713,2.255,20.1,Asym Spin tacked on CL,AS,
10,74,14.99,38.51,8.674,2.391,20,Asym Spin tacked on CL,AS,
10,73,15.06,38.08,8.634,2.524,19.9,Asym Spin tacked on CL,AS,
10,72,15.13,37.66,8.592,2.655,19.7,Asym Spin tacked on CL,AS,
10,71,15.19,37.24,8.548,2.783,19.6,Asym Spin tacked on CL,AS,
10,70,15.25,36.82,8.501,2.908,19.4,Asym Spin tacked on CL,AS,
10,69,15.3,36.41,8.452,3.029,19.2,Asym Spin tacked on CL,AS,
10,68,15.36,36.01,8.401,3.147,19,Asym Spin tacked on CL,AS,
10,67,15.4,35.6,8.347,3.261,18.8,Asym Spin tacked on CL,AS,
10,66,15.45,35.21,8.289,3.371,18.6,Asym Spin tacked on CL,AS,
10,65,15.49,34.82,8.227,3.477,18.4,Asym Spin tacked on CL,AS,
10,64,15.52,34.44,8.162,3.578,18.1,Asym Spin tacked on CL,AS,
10,63,15.55,34.07,8.091,3.673,17.9,Asym Spin tacked on CL,AS,
10,62,15.57,33.7,8.014,3.763,17.6,Asym Spin tacked on CL,AS,
10,61,15.58,33.35,7.932,3.845,17.3,Asym Spin tacked on CL,AS,
10,60,15.59,33.01,7.842,3.921,17,Asym Spin tacked on CL,AS,
10,148.7,5.73,112.52,6.511,-5.564,1,Asym Spin tacked on CL,AS,OPTIMAL
10,180,4.95,180,4.946,-4.946,0.1,Jib,J,
10,179,4.94,178,4.958,-4.958,0.1,Jib,J,
10,178,4.93,175.98,4.972,-4.969,0.1,Jib,J,
10,177,4.93,173.96,4.987,-4.981,0.2,Jib,J,
10,176,4.92,171.93,5.003,-4.991,0.2,Jib,J,
10,175,4.92,169.9,5.02,-5.001,0.2,Jib,J,
10,174,4.92,167.85,5.037,-5.01,0.2,Jib,J,
10,173,4.92,165.81,5.055,-5.018,0.2,Jib,J,
10,172,4.93,163.76,5.074,-5.025,0.3,Jib,J,
10,171,4.93,161.71,5.094,-5.031,0.3,Jib,J,
10,170,4.95,159.65,5.113,-5.036,0.3,Jib,J,
10,169,4.96,157.6,5.134,-5.039,0.3,Jib,J,
10,168,4.98,155.56,5.155,-5.042,0.4,Jib,J,
10,167,4.99,153.52,5.176,-5.043,0.4,Jib,J,
10,166,5.02,151.48,5.198,-5.043,0.4,Jib,J,
10,165,5.04,149.46,5.22,-5.042,0.4,Jib,J,
10,164,5.07,147.44,5.243,-5.04,0.5,Jib,J,
10,163,5.1,145.43,5.266,-5.036,0.5,Jib,J,
10,162,5.14,143.44,5.29,-5.031,0.5,Jib,J,
10,161,5.17,141.46,5.315,-5.026,0.5,Jib,J,
10,160,5.21,139.49,5.341,-5.018,0.6,Jib,J,
10,159,5.25,137.53,5.367,-5.01,0.6,Jib,J,
10,158,5.3,135.59,5.393,-5.001,0.6,Jib,J,
10,157,5.35,133.67,5.421,-4.99,0.6,Jib,J,
10,156,5.4,131.76,5.45,-4.979,0.7,Jib,J,
10,155,5.45,129.86,5.479,-4.966,0.7,Jib,J,
10,154,5.51,127.98,5.51,-4.952,0.7,Jib,J,
10,153,5.56,126.11,5.542,-4.938,0.7,Jib,J,
10,152,5.62,124.27,5.575,-4.922,0.8,Jib,J,
10,151,5.69,122.44,5.609,-4.906,0.8,Jib,J,
10,150,5.75,120.62,5.644,-4.888,0.8,Jib,J,
10,149,5.82,118.83,5.68,-4.868,0.9,Jib,J,
10,148,5.89,117.05,5.717,-4.848,0.9,Jib,J,
10,147,5.96,115.29,5.756,-4.827,0.9,Jib,J,
10,146,6.04,113.54,5.796,-4.805,0.9,Jib,J,
10,145,6.12,111.81,5.838,-4.782,1,Jib,J,
10,144,6.2,110.08,5.882,-4.759,1,Jib,J,
10,143,6.28,108.37,5.929,-4.735,1,Jib,J,
10,142,6.36,106.65,5.978,-4.711,1.1,Jib,J,
10,141,6.45,104.95,6.03,-4.686,1.1,Jib,J,
10,140,6.54,103.25,6.085,-4.662,1.1,Jib,J,
10,139,6.63,101.56,6.143,-4.636,1.2,Jib,J,
10,138,6.72,99.88,6.204,-4.61,1.2,Jib,J,
10,137,6.82,98.2,6.268,-4.584,1.2,Jib,J,
10,136,6.92,96.53,6.334,-4.556,1.3,Jib,J,
10,135,7.03,94.88,6.403,-4.527,1.3,Jib,J,
10,134,7.13,93.24,6.474,-4.497,1.4,Jib,J,
10,133,7.24,91.62,6.546,-4.465,1.4,Jib,J,
10,132,7.36,90.03,6.621,-4.43,1.5,Jib,J,
10,131,7.47,88.45,6.697,-4.393,1.6,Jib,J,
10,130,7.59,86.9,6.774,-4.354,1.6,Jib,J,
10,129,7.72,85.36,6.855,-4.314,1.7,Jib,J,
10,128,7.85,83.83,6.937,-4.271,1.8,Jib,J,
10,127,7.98,82.33,7.022,-4.226,1.9,Jib,J,
10,126,8.11,80.83,7.111,-4.18,1.9,Jib,J,
10,125,8.25,79.34,7.203,-4.131,2,Jib,J,
10,124,8.39,77.88,7.297,-4.08,2.1,Jib,J,
10,123,8.54,76.44,7.392,-4.026,2.2,Jib,J,
10,122,8.69,75.05,7.486,-3.967,2.3,Jib,J,
10,121,8.84,73.7,7.578,-3.903,2.5,Jib,J,
10,120,8.99,72.4,7.666,-3.833,2.6,Jib,J,
10,119,9.15,71.15,7.751,-3.758,2.7,Jib,J,
10,118,9.3,69.96,7.831,-3.677,2.8,Jib,J,
10,117,9.46,68.82,7.907,-3.59,2.9,Jib,J,
10,116,9.61,67.73,7.977,-3.497,3.1,Jib,J,
10,115,9.77,66.68,8.043,-3.399,3.2,Jib,J,
10,114,9.92,65.68,8.105,-3.296,3.3,Jib,J,
10,113,10.07,64.72,8.162,-3.189,3.5,Jib,J,
10,112,10.22,63.79,8.216,-3.078,3.6,Jib,J,
10,111,10.38,62.89,8.266,-2.962,3.8,Jib,J,
10,110,10.53,62.02,8.313,-2.843,3.9,Jib,J,
10,109,10.67,61.18,8.358,-2.721,4.1,Jib,J,
10,108,10.82,60.36,8.399,-2.595,4.3,Jib,J,
10,107,10.97,59.56,8.439,-2.467,4.4,Jib,J,
10,106,11.11,58.77,8.476,-2.336,4.6,Jib,J,
